date,position,country,song,winning chance,BET365,UNIBET,COOL BET,BETFAIR SPORT,SKY BET, BETSSON ,LAD BROKES,COMEON, * SMARKETS,888 SPORT,BOYLE SPORTS,BET FRED,10BET,BETWAY, WILLIAM  HILL,BETFAIR*  EXCHANGE ,BWIN,BET STARS
2023-03-23,28,Cyprus,A. Lambrou - Break a Broken Heart,<1%,251.0,251.0,201.0,251.0,301.0,250.0,201.0,201.0,280.0,67.0,201.0,201.0,201.0,201.0,101.0,520.0,101.0,
2023-03-23,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,251.0,301.0,250.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,151.0,550.0,101.0,
2023-03-23,30,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,770.0,101.0,
2023-03-23,31,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,201.0,201.0,201.0,251.0,151.0,1000.0,101.0,
2023-03-23,32,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,401.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-03-23,33,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,290.0,101.0,201.0,201.0,251.0,251.0,101.0,1000.0,101.0,
2023-03-23,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-03-23,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,176.0,151.0,1000.0,101.0,
2023-03-23,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,201.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-03-23,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-03-24,1,Sweden,Loreen - Tattoo,39%,1.8,1.75,1.9,1.91,1.83,1.85,1.73,1.8,1.97,1.83,1.8,1.8,1.8,1.91,1.83,2.06,1.8,
2023-03-24,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.5,4.5,5.5,6.0,4.5,5.0,4.0,6.4,5.0,4.5,5.5,4.0,4.0,4.5,7.0,5.0,
2023-03-24,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,6.0,7.0,6.0,6.0,7.0,5.5,6.0,6.0,6.0,7.5,5.0,8.0,7.0,
2023-03-24,4,Norway,Alessandra - Queen of Kings,5%,15.0,11.0,13.0,15.0,9.0,12.0,15.0,13.0,17.0,13.0,15.0,17.0,13.0,19.0,13.0,19.0,13.0,
2023-03-24,5,Israel,Noa Kirel - Unicorn,4%,17.0,23.0,23.0,21.0,23.0,20.0,21.0,19.0,24.0,21.0,17.0,21.0,19.0,23.0,13.0,34.0,17.0,
2023-03-24,6,Spain,Blanca Paloma - Eaea,3%,21.0,23.0,21.0,17.0,23.0,20.0,23.0,21.0,20.0,23.0,21.0,23.0,21.0,21.0,23.0,22.0,21.0,
2023-03-24,7,Czechia,Vesna - My Sister's Crown,2%,34.0,34.0,23.0,26.0,34.0,25.0,29.0,29.0,26.0,23.0,34.0,34.0,29.0,34.0,17.0,30.0,34.0,
2023-03-24,8,United Kingdom,Mae Muller - I Wrote A Song,2%,29.0,34.0,41.0,34.0,26.0,35.0,26.0,29.0,48.0,26.0,23.0,26.0,29.0,26.0,17.0,60.0,34.0,
2023-03-24,9,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,34.0,41.0,36.0,51.0,34.0,40.0,29.0,34.0,50.0,26.0,34.0,34.0,34.0,41.0,26.0,65.0,34.0,
2023-03-24,10,France,La Zarra - Évidemment,2%,41.0,51.0,51.0,51.0,41.0,50.0,41.0,41.0,65.0,34.0,41.0,41.0,41.0,34.0,26.0,80.0,51.0,
2023-03-24,11,Italy,Marco Mengoni - Due vite,1%,67.0,81.0,61.0,81.0,67.0,65.0,51.0,51.0,85.0,34.0,67.0,51.0,51.0,51.0,26.0,100.0,51.0,
2023-03-24,12,Armenia,Brunette - Future Lover,1%,67.0,67.0,81.0,81.0,81.0,75.0,51.0,41.0,90.0,51.0,51.0,67.0,41.0,41.0,34.0,110.0,34.0,
2023-03-24,13,Georgia,Iru - Echo,1%,67.0,67.0,81.0,81.0,67.0,70.0,67.0,67.0,110.0,41.0,67.0,34.0,67.0,26.0,29.0,140.0,67.0,
2023-03-24,14,Switzerland,Remo Forrer - Watergun,1%,67.0,81.0,81.0,81.0,81.0,80.0,81.0,67.0,95.0,41.0,67.0,67.0,67.0,67.0,51.0,120.0,67.0,
2023-03-24,15,Serbia,Luke Black - Samo mi se spava,1%,81.0,101.0,81.0,101.0,126.0,100.0,81.0,101.0,120.0,41.0,81.0,101.0,101.0,101.0,67.0,160.0,101.0,
2023-03-24,16,Croatia,Let 3 - Mama ŠČ!,1%,101.0,101.0,101.0,151.0,126.0,120.0,101.0,101.0,160.0,34.0,101.0,101.0,101.0,101.0,41.0,190.0,101.0,
2023-03-24,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,220.0,101.0,126.0,101.0,101.0,126.0,101.0,250.0,101.0,
2023-03-24,18,Australia,Voyager - Promise,1%,126.0,201.0,101.0,151.0,151.0,150.0,151.0,101.0,190.0,101.0,126.0,101.0,101.0,126.0,34.0,220.0,101.0,
2023-03-24,19,Netherlands,Nicolai & Cooper - Burning Daylight,1%,151.0,151.0,151.0,151.0,201.0,150.0,151.0,151.0,210.0,101.0,126.0,101.0,151.0,151.0,34.0,240.0,101.0,
2023-03-24,20,Germany,Lord Of The Lost - Blood & Glitter,<1%,151.0,201.0,151.0,151.0,201.0,150.0,101.0,151.0,170.0,81.0,126.0,201.0,151.0,151.0,101.0,200.0,101.0,
2023-03-24,21,Slovenia,Joker Out - Carpe Diem,<1%,81.0,151.0,151.0,251.0,201.0,100.0,101.0,101.0,120.0,151.0,201.0,201.0,101.0,251.0,67.0,160.0,101.0,
2023-03-24,22,Estonia,Alika - Bridges,<1%,151.0,201.0,101.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,67.0,310.0,101.0,
2023-03-24,23,Iceland,Diljá - Power,<1%,201.0,201.0,151.0,251.0,201.0,120.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,101.0,540.0,101.0,
2023-03-24,24,Poland,Blanka - Solo,<1%,201.0,201.0,201.0,151.0,301.0,150.0,201.0,201.0,260.0,201.0,151.0,201.0,201.0,151.0,21.0,400.0,101.0,
2023-03-24,25,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,210.0,101.0,67.0,201.0,151.0,201.0,101.0,240.0,101.0,
2023-03-24,26,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,201.0,301.0,201.0,201.0,250.0,201.0,151.0,280.0,101.0,201.0,201.0,151.0,151.0,101.0,890.0,101.0,
2023-03-24,27,Portugal,Mimicat - Ai Coração,<1%,201.0,201.0,251.0,201.0,301.0,200.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,101.0,660.0,101.0,
2023-03-24,28,Cyprus,A. Lambrou - Break a Broken Heart,<1%,251.0,251.0,201.0,251.0,301.0,250.0,201.0,201.0,280.0,67.0,201.0,201.0,201.0,201.0,101.0,520.0,101.0,
2023-03-24,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,251.0,301.0,250.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,151.0,690.0,101.0,
2023-03-24,30,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,800.0,101.0,
2023-03-24,31,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,280.0,151.0,201.0,201.0,201.0,251.0,151.0,760.0,101.0,
2023-03-24,32,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,401.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-03-24,33,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,290.0,101.0,201.0,201.0,251.0,251.0,101.0,1000.0,101.0,
2023-03-24,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-03-24,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,176.0,151.0,1000.0,101.0,
2023-03-24,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,201.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-03-24,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-03-25,1,Sweden,Loreen - Tattoo,39%,1.8,1.75,1.9,1.91,1.83,1.85,1.73,1.8,1.97,1.83,1.8,1.8,1.8,1.91,1.83,2.06,1.8,
2023-03-25,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.5,4.5,5.5,6.0,4.5,5.0,4.0,6.2,5.0,4.5,5.5,4.0,4.0,4.5,6.8,5.0,
2023-03-25,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,6.0,7.0,6.0,6.0,6.2,5.5,6.0,6.0,6.0,7.5,5.0,8.0,7.0,
2023-03-25,4,Norway,Alessandra - Queen of Kings,5%,15.0,11.0,13.0,15.0,9.0,12.0,15.0,13.0,17.0,13.0,15.0,11.0,13.0,19.0,13.0,19.0,13.0,
2023-03-25,5,Israel,Noa Kirel - Unicorn,3%,23.0,23.0,23.0,21.0,23.0,25.0,21.0,19.0,22.0,21.0,17.0,21.0,19.0,23.0,13.0,30.0,17.0,
2023-03-25,6,Spain,Blanca Paloma - Eaea,3%,17.0,23.0,21.0,17.0,23.0,20.0,23.0,21.0,19.0,23.0,21.0,23.0,21.0,21.0,23.0,21.0,21.0,
2023-03-25,7,Czechia,Vesna - My Sister's Crown,3%,23.0,34.0,23.0,26.0,34.0,25.0,29.0,29.0,26.0,23.0,34.0,34.0,29.0,34.0,17.0,30.0,34.0,
2023-03-25,8,United Kingdom,Mae Muller - I Wrote A Song,2%,41.0,34.0,41.0,34.0,26.0,40.0,26.0,29.0,50.0,26.0,23.0,26.0,29.0,26.0,17.0,65.0,34.0,
2023-03-25,9,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,41.0,41.0,36.0,51.0,34.0,40.0,29.0,34.0,48.0,26.0,34.0,34.0,34.0,41.0,26.0,60.0,34.0,
2023-03-25,10,France,La Zarra - Évidemment,2%,51.0,51.0,51.0,51.0,41.0,50.0,41.0,41.0,65.0,34.0,41.0,41.0,41.0,34.0,26.0,80.0,51.0,
2023-03-25,11,Italy,Marco Mengoni - Due vite,1%,67.0,81.0,61.0,81.0,67.0,65.0,51.0,51.0,95.0,34.0,67.0,51.0,51.0,51.0,26.0,120.0,51.0,
2023-03-25,12,Armenia,Brunette - Future Lover,1%,67.0,67.0,81.0,81.0,81.0,75.0,51.0,41.0,100.0,51.0,51.0,67.0,41.0,41.0,34.0,130.0,34.0,
2023-03-25,13,Georgia,Iru - Echo,1%,67.0,67.0,81.0,81.0,67.0,70.0,67.0,67.0,120.0,41.0,67.0,34.0,67.0,26.0,29.0,150.0,67.0,
2023-03-25,14,Switzerland,Remo Forrer - Watergun,1%,67.0,81.0,81.0,81.0,81.0,80.0,81.0,67.0,120.0,41.0,67.0,67.0,67.0,67.0,51.0,150.0,67.0,
2023-03-25,15,Serbia,Luke Black - Samo mi se spava,1%,101.0,101.0,81.0,101.0,126.0,100.0,81.0,101.0,220.0,101.0,81.0,101.0,101.0,101.0,67.0,250.0,101.0,
2023-03-25,16,Croatia,Let 3 - Mama ŠČ!,1%,101.0,101.0,101.0,151.0,126.0,120.0,101.0,101.0,200.0,101.0,101.0,101.0,101.0,101.0,41.0,230.0,101.0,
2023-03-25,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,220.0,101.0,126.0,101.0,101.0,126.0,101.0,250.0,101.0,
2023-03-25,18,Australia,Voyager - Promise,1%,126.0,201.0,101.0,151.0,151.0,150.0,151.0,101.0,140.0,101.0,126.0,101.0,101.0,126.0,34.0,170.0,101.0,
2023-03-25,19,Netherlands,Nicolai & Cooper - Burning Daylight,1%,151.0,151.0,151.0,151.0,201.0,150.0,151.0,151.0,210.0,101.0,126.0,101.0,151.0,151.0,34.0,240.0,101.0,
2023-03-25,20,Germany,Lord Of The Lost - Blood & Glitter,<1%,151.0,201.0,151.0,151.0,201.0,150.0,101.0,151.0,150.0,101.0,126.0,201.0,151.0,151.0,101.0,180.0,101.0,
2023-03-25,21,Slovenia,Joker Out - Carpe Diem,<1%,101.0,151.0,151.0,251.0,201.0,100.0,101.0,101.0,190.0,151.0,201.0,201.0,101.0,251.0,67.0,220.0,101.0,
2023-03-25,22,Estonia,Alika - Bridges,<1%,151.0,201.0,101.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,67.0,300.0,101.0,
2023-03-25,23,Iceland,Diljá - Power,<1%,201.0,201.0,151.0,251.0,201.0,120.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,101.0,570.0,101.0,
2023-03-25,24,Poland,Blanka - Solo,<1%,201.0,201.0,201.0,151.0,301.0,150.0,201.0,201.0,260.0,201.0,151.0,201.0,201.0,151.0,21.0,400.0,101.0,
2023-03-25,25,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,210.0,101.0,67.0,201.0,151.0,201.0,101.0,240.0,101.0,
2023-03-25,26,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,201.0,301.0,201.0,201.0,250.0,201.0,151.0,280.0,101.0,201.0,201.0,151.0,151.0,101.0,890.0,101.0,
2023-03-25,27,Portugal,Mimicat - Ai Coração,<1%,201.0,201.0,251.0,201.0,301.0,200.0,201.0,201.0,270.0,101.0,201.0,201.0,201.0,201.0,101.0,450.0,101.0,
2023-03-25,28,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,251.0,301.0,250.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,151.0,550.0,101.0,
2023-03-25,29,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,800.0,101.0,
2023-03-25,30,Cyprus,A. Lambrou - Break a Broken Heart,<1%,251.0,251.0,201.0,251.0,301.0,250.0,201.0,201.0,280.0,251.0,201.0,201.0,201.0,201.0,101.0,520.0,101.0,
2023-03-25,31,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,280.0,151.0,201.0,201.0,201.0,251.0,151.0,760.0,101.0,
2023-03-25,32,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,401.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-03-25,33,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,290.0,101.0,201.0,201.0,251.0,251.0,101.0,1000.0,101.0,
2023-03-25,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-03-25,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,176.0,151.0,1000.0,101.0,
2023-03-25,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,201.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-03-25,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-03-26,1,Sweden,Loreen - Tattoo,39%,1.8,1.75,1.9,1.91,1.83,1.85,1.73,1.8,1.96,1.83,1.8,1.8,1.8,1.91,1.83,2.04,1.8,
2023-03-26,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.5,4.5,5.5,6.0,4.5,5.0,4.0,6.4,5.0,4.5,5.5,4.0,4.0,4.5,7.0,5.0,
2023-03-26,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.5,6.5,6.0,7.0,6.0,6.0,6.2,5.5,6.0,6.0,6.0,7.5,5.0,8.0,7.0,
2023-03-26,4,Norway,Alessandra - Queen of Kings,5%,15.0,11.0,13.0,15.0,9.0,12.0,15.0,15.0,17.0,13.0,15.0,11.0,15.0,19.0,13.0,19.0,13.0,
2023-03-26,5,Spain,Blanca Paloma - Eaea,4%,17.0,23.0,17.0,17.0,23.0,20.0,23.0,17.0,19.0,17.0,17.0,23.0,17.0,21.0,15.0,21.0,21.0,
2023-03-26,6,Israel,Noa Kirel - Unicorn,3%,23.0,23.0,23.0,21.0,23.0,25.0,21.0,21.0,25.0,21.0,21.0,21.0,21.0,23.0,13.0,36.0,17.0,
2023-03-26,7,Czechia,Vesna - My Sister's Crown,3%,23.0,34.0,23.0,26.0,34.0,25.0,29.0,26.0,26.0,23.0,34.0,26.0,26.0,34.0,17.0,32.0,34.0,
2023-03-26,8,United Kingdom,Mae Muller - I Wrote A Song,2%,41.0,34.0,45.0,34.0,26.0,40.0,26.0,29.0,65.0,26.0,23.0,26.0,29.0,26.0,17.0,80.0,34.0,
2023-03-26,9,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,41.0,41.0,41.0,51.0,34.0,40.0,29.0,34.0,50.0,26.0,34.0,34.0,34.0,41.0,26.0,65.0,34.0,
2023-03-26,10,France,La Zarra - Évidemment,2%,51.0,51.0,51.0,51.0,41.0,50.0,41.0,41.0,65.0,34.0,41.0,41.0,41.0,34.0,26.0,80.0,51.0,
2023-03-26,11,Italy,Marco Mengoni - Due vite,1%,67.0,81.0,61.0,81.0,67.0,65.0,51.0,51.0,95.0,34.0,67.0,51.0,51.0,51.0,26.0,120.0,51.0,
2023-03-26,12,Armenia,Brunette - Future Lover,1%,67.0,67.0,81.0,81.0,81.0,75.0,51.0,41.0,120.0,51.0,51.0,67.0,41.0,41.0,34.0,150.0,34.0,
2023-03-26,13,Georgia,Iru - Echo,1%,67.0,67.0,81.0,81.0,67.0,70.0,67.0,67.0,110.0,41.0,67.0,34.0,67.0,26.0,29.0,130.0,67.0,
2023-03-26,14,Switzerland,Remo Forrer - Watergun,1%,67.0,81.0,81.0,81.0,81.0,80.0,81.0,67.0,120.0,41.0,67.0,67.0,67.0,67.0,51.0,150.0,67.0,
2023-03-26,15,Serbia,Luke Black - Samo mi se spava,1%,101.0,101.0,81.0,101.0,126.0,100.0,81.0,101.0,220.0,101.0,101.0,101.0,101.0,101.0,67.0,250.0,101.0,
2023-03-26,16,Croatia,Let 3 - Mama ŠČ!,1%,101.0,101.0,101.0,151.0,126.0,120.0,101.0,101.0,220.0,101.0,101.0,101.0,101.0,101.0,41.0,250.0,101.0,
2023-03-26,17,Moldova,Pasha Parfeni - Soarele și Luna,1%,126.0,101.0,101.0,151.0,151.0,125.0,101.0,101.0,240.0,101.0,126.0,101.0,101.0,126.0,101.0,270.0,101.0,
2023-03-26,18,Australia,Voyager - Promise,1%,126.0,201.0,101.0,151.0,151.0,150.0,151.0,101.0,210.0,101.0,126.0,101.0,101.0,126.0,34.0,240.0,101.0,
2023-03-26,19,Netherlands,Nicolai & Cooper - Burning Daylight,1%,151.0,151.0,101.0,151.0,201.0,150.0,151.0,151.0,250.0,101.0,126.0,101.0,151.0,151.0,34.0,280.0,101.0,
2023-03-26,20,Germany,Lord Of The Lost - Blood & Glitter,<1%,151.0,201.0,126.0,151.0,201.0,150.0,101.0,151.0,170.0,101.0,126.0,201.0,151.0,151.0,101.0,200.0,101.0,
2023-03-26,21,Slovenia,Joker Out - Carpe Diem,<1%,101.0,151.0,151.0,251.0,201.0,100.0,101.0,101.0,220.0,151.0,201.0,201.0,101.0,251.0,67.0,260.0,101.0,
2023-03-26,22,Estonia,Alika - Bridges,<1%,151.0,201.0,101.0,201.0,201.0,150.0,201.0,201.0,270.0,51.0,151.0,201.0,201.0,201.0,67.0,320.0,101.0,
2023-03-26,23,Iceland,Diljá - Power,<1%,201.0,201.0,151.0,251.0,201.0,120.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,101.0,640.0,101.0,
2023-03-26,24,Poland,Blanka - Solo,<1%,201.0,201.0,201.0,151.0,301.0,150.0,201.0,201.0,260.0,201.0,151.0,201.0,201.0,151.0,21.0,400.0,101.0,
2023-03-26,25,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,220.0,101.0,67.0,201.0,151.0,201.0,101.0,250.0,101.0,
2023-03-26,26,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,201.0,301.0,201.0,201.0,250.0,201.0,151.0,290.0,101.0,201.0,201.0,151.0,151.0,101.0,1000.0,101.0,
2023-03-26,27,Portugal,Mimicat - Ai Coração,<1%,201.0,201.0,251.0,201.0,301.0,200.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,101.0,770.0,101.0,
2023-03-26,28,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,251.0,301.0,250.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,151.0,550.0,101.0,
2023-03-26,29,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,151.0,800.0,101.0,
2023-03-26,30,Cyprus,A. Lambrou - Break a Broken Heart,<1%,251.0,251.0,201.0,251.0,301.0,250.0,201.0,201.0,280.0,251.0,201.0,201.0,201.0,201.0,101.0,570.0,101.0,
2023-03-26,31,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,201.0,201.0,201.0,251.0,151.0,1000.0,101.0,
2023-03-26,32,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,401.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0,
2023-03-26,33,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,290.0,101.0,201.0,201.0,251.0,251.0,101.0,1000.0,101.0,
2023-03-26,34,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0,
2023-03-26,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,176.0,151.0,1000.0,101.0,
2023-03-26,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,201.0,201.0,251.0,301.0,251.0,1000.0,301.0,
2023-03-26,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0,
2023-03-27,1,Sweden,Loreen - Tattoo,39%,1.8,1.75,1.9,1.91,1.91,1.85,1.73,1.8,1.97,1.83,1.8,1.8,1.8,1.91,1.91,2.06,1.8,
2023-03-27,2,Finland,Käärijä - Cha Cha Cha,15%,5.0,4.25,4.5,5.5,5.0,4.25,5.0,4.0,6.2,5.0,4.5,5.5,4.0,4.5,5.0,6.6,5.0,
2023-03-27,3,Ukraine,Tvorchi - Heart of Steel,11%,6.5,7.5,6.0,6.5,6.5,7.0,6.0,6.0,6.6,5.5,6.0,6.0,6.0,7.5,6.0,8.2,7.0,
2023-03-27,4,Norway,Alessandra - Queen of Kings,5%,13.0,11.0,13.0,15.0,12.0,11.0,15.0,13.0,16.0,13.0,15.0,11.0,13.0,15.0,13.0,18.0,13.0,
2023-03-27,5,Spain,Blanca Paloma - Eaea,4%,17.0,21.0,17.0,17.0,19.0,20.0,23.0,17.0,19.0,17.0,17.0,23.0,17.0,17.0,17.0,21.0,21.0,
2023-03-27,6,Israel,Noa Kirel - Unicorn,3%,23.0,26.0,23.0,21.0,26.0,25.0,21.0,21.0,25.0,21.0,21.0,21.0,21.0,21.0,21.0,36.0,17.0,
2023-03-27,7,Czechia,Vesna - My Sister's Crown,3%,23.0,34.0,23.0,26.0,26.0,25.0,29.0,26.0,26.0,23.0,34.0,26.0,26.0,26.0,26.0,32.0,34.0,
2023-03-27,8,United Kingdom,Mae Muller - I Wrote A Song,2%,41.0,41.0,61.0,34.0,34.0,40.0,26.0,34.0,60.0,26.0,23.0,26.0,34.0,26.0,26.0,75.0,34.0,
2023-03-27,9,Austria,Teya & Salena - Who The Hell Is Edgar?,2%,41.0,41.0,41.0,51.0,41.0,40.0,29.0,34.0,50.0,26.0,34.0,34.0,34.0,41.0,41.0,65.0,34.0,
2023-03-27,10,France,La Zarra - Évidemment,2%,51.0,51.0,51.0,51.0,41.0,50.0,41.0,41.0,65.0,34.0,41.0,41.0,41.0,34.0,41.0,80.0,51.0,
2023-03-27,11,Italy,Marco Mengoni - Due vite,1%,67.0,81.0,51.0,81.0,67.0,65.0,51.0,51.0,95.0,34.0,67.0,51.0,51.0,51.0,67.0,120.0,51.0,
2023-03-27,12,Armenia,Brunette - Future Lover,1%,51.0,81.0,81.0,81.0,81.0,75.0,51.0,51.0,95.0,51.0,51.0,67.0,51.0,41.0,51.0,120.0,34.0,
2023-03-27,13,Georgia,Iru - Echo,1%,81.0,81.0,81.0,81.0,101.0,70.0,67.0,67.0,110.0,41.0,67.0,34.0,67.0,81.0,67.0,140.0,67.0,
2023-03-27,14,Switzerland,Remo Forrer - Watergun,1%,81.0,101.0,81.0,81.0,81.0,80.0,81.0,67.0,100.0,41.0,67.0,67.0,67.0,67.0,67.0,130.0,67.0,
2023-03-27,15,Serbia,Luke Black - Samo mi se spava,1%,101.0,101.0,81.0,101.0,126.0,100.0,81.0,101.0,210.0,101.0,101.0,101.0,101.0,101.0,101.0,240.0,101.0,
2023-03-27,16,Croatia,Let 3 - Mama ŠČ!,1%,126.0,101.0,101.0,151.0,126.0,120.0,101.0,101.0,230.0,101.0,101.0,101.0,101.0,101.0,101.0,260.0,101.0,
